"","ONTOLOGY","ONT_DESCRIPTION","FDR","EA_VALUE","sample","GROUP","GROUP_1","GROUP_2","UP_DOWN","Disease"
"3787","GO:0005576","cellular_component",2.96944818800604e-06,0.000184608467510807,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3788","GO:0016887","molecular_function",4.4889004169324e-06,0.000184608467510807,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3789","GO:0006421","biological_process",5.22389515100752e-06,0.000199552794768487,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3790","GO:0045111","cellular_component",2.24969702051769e-05,0.000560467996850712,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3791","GO:0045095","cellular_component",4.93866824908817e-05,0.000808530544779292,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3792","GO:0006432","biological_process",6.44853852789229e-05,0.000998652047697914,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3793","GO:0004222","molecular_function",7.88384952274956e-05,0.00112734700154369,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3794","GO:0004386","molecular_function",7.99196039583672e-05,0.00112734700154369,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3795","GO:0006429","biological_process",0.000100757123133288,0.00134264724547382,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3796","GO:0004823","molecular_function",0.000107028103048523,0.0013715664540264,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3797","GO:0035999","biological_process",0.000142986480909491,0.00160649516786545,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3798","GO:0034451","cellular_component",0.000141731173775916,0.00160649516786545,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3799","GO:0002161","molecular_function",0.00013992182345568,0.00160649516786545,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3800","GO:0004826","molecular_function",0.0001718277610816,0.00175816619820994,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3801","GO:0022857","molecular_function",0.000247168273720622,0.00240046476003248,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3802","GO:0005747","cellular_component",0.000302940885009484,0.00251572647986137,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3803","GO:0014069","cellular_component",0.000361659640223722,0.00283878046367387,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3804","GO:0005940","cellular_component",0.000386575097321207,0.00295343374353402,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3805","GO:0005769","cellular_component",0.000568290931118653,0.00412190763963276,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3806","GO:0008234","molecular_function",0.000622544115971291,0.00429780455965722,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3807","GO:0005912","cellular_component",0.000631055120760227,0.00430469743090012,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3808","GO:0004176","molecular_function",0.000752681652943732,0.00473941304545888,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3809","GO:0005815","cellular_component",0.000748592657934477,0.00473941304545888,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3810","GO:0005882","cellular_component",0.000820136378875791,0.00505309833436374,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3811","GO:0005727","cellular_component",0.000894850120979895,0.00545477786512213,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3812","GO:0004643","molecular_function",0.00099285276356631,0.00574651144973228,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3813","GO:0006270","biological_process",0.000966044229193441,0.00574651144973228,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3814","GO:0004329","molecular_function",0.000979065395040113,0.00574651144973228,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3815","GO:0006139","biological_process",0.000966044229193441,0.00574651144973228,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","UP","EC"
"3816","GO:0005524","molecular_function",0,0,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3817","GO:0097347","cellular_component",0,0,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3818","GO:0005576","cellular_component",0,0,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3819","GO:0005829","cellular_component",3.37840866393435e-13,8.14196488008179e-11,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3820","GO:0005886","cellular_component",4.28146407216445e-12,8.84428149764257e-10,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3821","GO:0005737","cellular_component",5.30597787928855e-12,9.59055501681405e-10,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3822","GO:0007059","biological_process",2.42526110305619e-10,3.50692755501925e-08,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3823","GO:0042597","cellular_component",3.62982977009096e-10,4.77157622504685e-08,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3824","GO:0000287","molecular_function",9.29506693836402e-10,1.12005556607286e-07,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3825","GO:0004222","molecular_function",4.71471994778483e-09,5.24421926499759e-07,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3826","GO:0016887","molecular_function",2.87816015465125e-08,2.97272827401837e-06,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3827","GO:0071555","biological_process",4.61154762154692e-08,4.44553190717123e-06,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3828","GO:0009252","biological_process",9.11286707205861e-08,8.23575361637296e-06,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3829","GO:0007049","biological_process",1.29083475686187e-07,1.09796885789545e-05,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3830","GO:0015299","molecular_function",2.25256118202566e-07,1.74229518388776e-05,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3831","GO:0008360","biological_process",2.2893228557308e-07,1.74229518388776e-05,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3832","GO:0031522","cellular_component",4.1446706200432e-07,2.72417896208294e-05,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3833","GO:0004386","molecular_function",5.44115486666996e-07,3.42083040748033e-05,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3834","GO:0008982","molecular_function",6.42902101666287e-07,3.87348516253938e-05,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3835","GO:0043190","cellular_component",8.33341977646285e-07,4.82004999870611e-05,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3836","GO:0009401","biological_process",1.00235916367097e-06,5.57465904103165e-05,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3837","GO:0008658","molecular_function",1.77267938572534e-06,8.54431463919614e-05,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3838","GO:0017004","biological_process",4.2668350672681e-06,0.000186964954765748,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3839","GO:0017038","biological_process",4.85386193416204e-06,0.00018969417180536,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3840","GO:0043093","biological_process",4.82969003812173e-06,0.00018969417180536,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3841","GO:0003678","molecular_function",7.34198948537657e-06,0.000260911531481683,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3842","GO:0032153","cellular_component",8.27183011276045e-06,0.000271679557435493,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3843","GO:0001514","biological_process",8.45475801147799e-06,0.000271679557435493,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3844","GO:0003887","molecular_function",9.04760597375542e-06,0.000284409526914138,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3845","GO:0006099","biological_process",1.26410489553752e-05,0.000373039934479032,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3846","GO:0004252","molecular_function",1.57251861071517e-05,0.000421085539091506,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3847","GO:0008955","molecular_function",1.55464111397663e-05,0.000421085539091506,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3848","GO:0022857","molecular_function",1.75464321453545e-05,0.000453073944324688,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3849","GO:0009234","biological_process",2.92092470972616e-05,0.00059488128595268,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3850","GO:0009002","molecular_function",3.01088921297321e-05,0.000604686916938787,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3851","GO:0003918","molecular_function",3.8070138925983e-05,0.000728381356087724,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3852","GO:0065002","biological_process",3.76774382054856e-05,0.000728381356087724,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3853","GO:0009276","cellular_component",3.78423239231207e-05,0.000728381356087724,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3854","GO:0009035","molecular_function",4.45723247644025e-05,0.000744417470412257,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3855","GO:0006782","biological_process",4.30720682166319e-05,0.000744417470412257,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3856","GO:0006749","biological_process",4.52357330816833e-05,0.000744417470412257,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3857","GO:0009166","biological_process",4.30720682166319e-05,0.000744417470412257,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3858","GO:0000716","biological_process",4.61962707578589e-05,0.000750559635009708,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3859","GO:0051205","biological_process",5.34395329736537e-05,0.000849160051427508,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3860","GO:0042128","biological_process",5.55877779317981e-05,0.000873694857493262,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3861","GO:0006261","biological_process",6.00568665989343e-05,0.000933787409699559,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3862","GO:0009254","biological_process",6.20171757775845e-05,0.000954008895472204,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3863","GO:0008253","molecular_function",6.4940570729255e-05,0.000976278776309963,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3864","GO:0000049","molecular_function",7.4897642087568e-05,0.000999826082587431,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3865","GO:0045454","biological_process",8.26930691748551e-05,0.00107724484708865,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3866","GO:0051301","biological_process",8.42110669629914e-05,0.00108722502525434,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3867","GO:0008270","molecular_function",8.50294803040885e-05,0.00108807635858152,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3868","GO:0006268","biological_process",8.603003296348e-05,0.00109122304969467,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3869","GO:0043546","molecular_function",0.000104092732807537,0.00126485791293864,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3870","GO:0015969","biological_process",0.000105185440573585,0.0012674845589117,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3871","GO:0045203","cellular_component",0.000112843640952542,0.00133747462965063,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3872","GO:0005971","cellular_component",0.000117056732962029,0.00137613037287068,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3873","GO:0006813","biological_process",0.000118261062008074,0.00137907657793286,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3874","GO:0003684","molecular_function",0.000122721021853067,0.00141963678079628,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3875","GO:1990077","cellular_component",0.000138298453097097,0.00157135901081035,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3876","GO:0005985","biological_process",0.000138194830949678,0.00157135901081035,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3877","GO:0006605","biological_process",0.000143466538281678,0.00160815980120393,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3878","GO:0030894","cellular_component",0.000157691568671847,0.00171445119022174,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3879","GO:0030163","biological_process",0.000194074075296591,0.00194882717276993,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3880","GO:0045275","cellular_component",0.000209870182634964,0.00203672673886012,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3881","GO:0097056","biological_process",0.000233681261803897,0.00220851702332311,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3882","GO:0006783","biological_process",0.000239224584142272,0.00223173386238533,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3883","GO:0006051","biological_process",0.000239224584142272,0.00223173386238533,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3884","GO:0000724","biological_process",0.000286185904939229,0.0025388025677431,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3885","GO:0006265","biological_process",0.000291233184658402,0.00255226172736999,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3886","GO:0034227","biological_process",0.000300806326521741,0.00260458651587088,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3887","GO:0005694","cellular_component",0.000299472123584166,0.00260458651587088,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3888","GO:0032549","molecular_function",0.000325489989611571,0.00280153883915674,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3889","GO:0008299","biological_process",0.000356182804455596,0.00296000192668271,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3890","GO:0000270","biological_process",0.000426765197795942,0.0033721446776663,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3891","GO:0030288","cellular_component",0.000456562778867742,0.00358798792523236,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3892","GO:0010498","biological_process",0.000480270262016136,0.003693993611039,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3893","GO:0006260","biological_process",0.000499952953125327,0.00374576150372654,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3894","GO:0043165","biological_process",0.000503473219731321,0.00375269214294582,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3895","GO:0009244","biological_process",0.000514476510902862,0.00381504120392583,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3896","GO:0015833","biological_process",0.000525249612445267,0.00385538548018201,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3897","GO:0009338","cellular_component",0.000545973056224502,0.00398725777424561,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3898","GO:0006429","biological_process",0.00056642765012338,0.004086223755534,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3899","GO:0004823","molecular_function",0.000621175475362667,0.00436028998725445,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3900","GO:0005940","cellular_component",0.000666068554876054,0.00458635776357511,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3901","GO:0006428","biological_process",0.000679333291908391,0.00461181192534992,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3902","GO:0000162","biological_process",0.0006895255470033,0.00465913056526529,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3903","GO:0004056","molecular_function",0.000727456571816276,0.00489256838533179,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3904","GO:0004176","molecular_function",0.000738181763450863,0.00494171680532383,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3905","GO:0030976","molecular_function",0.000801079277976791,0.00521784070249747,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3906","GO:0009307","biological_process",0.000892083047027148,0.00565768458772481,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3907","GO:0008094","molecular_function",0.000915513012020419,0.00578092495799793,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3908","GO:0034335","molecular_function",0.000971260240477223,0.00607983683000028,"ORAL","oral.Control.control_vs_oral.EC.6.meses","control","EC.6.meses","DOWN","EC"
"3909","GO:0005524","molecular_function",0,0,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3910","GO:0005576","cellular_component",0,0,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3911","GO:0022857","molecular_function",0,0,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3912","GO:0051701","biological_process",0,0,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3913","GO:0071586","biological_process",0,0,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3914","GO:0004222","molecular_function",8.57092175010621e-14,1.32563589734976e-11,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3915","GO:0008982","molecular_function",1.35447209004269e-13,1.93376938393787e-11,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3916","GO:0016787","molecular_function",4.29667412760182e-12,5.6961622720207e-10,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3917","GO:0019512","biological_process",5.8368865296643e-12,7.22217426603796e-10,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3918","GO:0004386","molecular_function",9.19953002664897e-12,1.06714548309128e-09,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3919","GO:0008270","molecular_function",9.53112033741377e-10,1.04057407919059e-07,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3920","GO:0045227","biological_process",1.6261991753197e-09,1.67679203855187e-07,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3921","GO:0004357","molecular_function",3.94397936531732e-09,3.85264510633102e-07,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3922","GO:0043190","cellular_component",6.87915935326799e-09,6.3838598798327e-07,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3923","GO:0019287","biological_process",8.12229739022285e-09,6.55434085054505e-07,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3924","GO:0051301","biological_process",8.03742483679315e-09,6.55434085054505e-07,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3925","GO:0016020","cellular_component",7.98510368937855e-09,6.55434085054505e-07,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3926","GO:0034335","molecular_function",3.66888071035021e-08,2.83726774933749e-06,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3927","GO:0008360","biological_process",1.00290126425762e-07,7.44553898584854e-06,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3928","GO:0009401","biological_process",1.35750803265111e-07,9.5975930291927e-06,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3929","GO:0015936","biological_process",1.39620157213471e-07,9.5975930291927e-06,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3930","GO:0008955","molecular_function",1.71849325658613e-07,1.13911553007995e-05,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3931","GO:1901576","biological_process",3.85421190851609e-07,2.30755396845351e-05,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3932","GO:0042398","biological_process",4.50270598362223e-07,2.53243100169784e-05,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3933","GO:0007155","biological_process",4.7958482363164e-07,2.61796891958919e-05,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3934","GO:0008658","molecular_function",5.36871962775187e-07,2.84695532260214e-05,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3935","GO:0033925","molecular_function",7.1452247873971e-07,3.58419924470514e-05,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3936","GO:0007049","biological_process",7.08353723122279e-07,3.58419924470514e-05,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3937","GO:0005737","cellular_component",1.39156535827745e-06,6.62242385887934e-05,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3938","GO:0030420","biological_process",1.56484727964479e-06,7.26089137755181e-05,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3939","GO:0035731","molecular_function",1.68245479370555e-06,7.61618560272559e-05,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3940","GO:0004345","molecular_function",1.8791666961393e-06,8.01870412978979e-05,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3941","GO:0008408","molecular_function",2.18497034487619e-06,8.8158803480222e-05,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3942","GO:0036424","molecular_function",2.67995903924234e-06,0.000105829871847527,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3943","GO:0006464","biological_process",2.82416743679903e-06,0.000109201140889562,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3944","GO:0030001","biological_process",3.00112223694526e-06,0.000113675160648376,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3945","GO:0016137","biological_process",4.9040029894698e-06,0.000182036590969119,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3946","GO:0044249","biological_process",7.70970873986698e-06,0.000280572929827316,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3947","GO:0010468","biological_process",8.32107267956239e-06,0.00029020599144021,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3948","GO:0009035","molecular_function",8.27686112270243e-06,0.00029020599144021,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3949","GO:0019941","biological_process",9.15501378129235e-06,0.000308940101419611,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3950","GO:0010498","biological_process",9.69277549811576e-06,0.000315479857704304,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3951","GO:0016887","molecular_function",1.1029469651036e-05,0.000346960943598692,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3952","GO:0034257","molecular_function",1.12706714892052e-05,0.000348639438066082,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3953","GO:0042126","biological_process",2.20695284767203e-05,0.000620621891708982,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3954","GO:0005886","cellular_component",2.33316963251795e-05,0.000646322811634823,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3955","GO:0051060","molecular_function",2.85836310245369e-05,0.00078016498796383,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3956","GO:0006260","biological_process",3.08713396880433e-05,0.000830394296536354,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3957","GO:0000162","biological_process",3.55559170938102e-05,0.00094273974465874,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
"3958","GO:0019388","biological_process",3.6073082063437e-05,0.000942980849432944,"ORAL","oral.Control.control_vs_oral.EC.debut","control","EC.debut","UP","EC"
