"Group","Ancestors","Ontology"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0003676, GO:0003677, GO:0097159, GO:0005488, GO:0003674","GO:0003684"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0043604, GO:0043603, GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0006418, GO:0046483, GO:0016070, GO:0006518, GO:0034641, GO:0090304, GO:0008150, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0043039, GO:0044249, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0044271, GO:0006807, GO:0043043, GO:0010467, GO:0071704","GO:0006428"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:1901360, GO:1901362, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0018130, GO:0003824, GO:0071897, GO:0034641, GO:0016772, GO:0090304, GO:0008150, GO:0016779, GO:0034061, GO:0140097, GO:0008152, GO:1901576, GO:0006259, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0044271, GO:0006807, GO:0034654, GO:0016740, GO:0071704, GO:0019438, GO:0140640","GO:0003887"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0003674","GO:0003824"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0016788, GO:1901360, GO:0004520, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0004536, GO:0003824, GO:0004519, GO:0004518, GO:0034641, GO:0090304, GO:0008150, GO:0140097, GO:0008152, GO:0006259, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0071704, GO:0140640, GO:0016787","GO:0009381"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0008150","GO:0008152"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0008094, GO:0140097, GO:0140657, GO:0003824, GO:0003916, GO:0003674, GO:0140640, GO:0016853","GO:0003918"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0003824, GO:0015926, GO:0004553, GO:0003674, GO:0016787, GO:0016798","GO:0008422"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0008150, GO:0009987","GO:0007049"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0019637, GO:0008150, GO:0008152, GO:1901576, GO:1901135, GO:1901137, GO:0009058, GO:0006793, GO:0044237, GO:0006796, GO:0009987, GO:0052863, GO:0090407, GO:0071704","GO:0052865"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:1901363, GO:0032561, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0003674, GO:0000166, GO:0035639, GO:0097159, GO:0097367, GO:0019001, GO:0017076, GO:0032553, GO:0032555","GO:0005525"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:1901360, GO:1901362, GO:0006260, GO:0006261, GO:0009059, GO:0009058, GO:0044238, GO:0044237, GO:0003674, GO:0006269, GO:0043170, GO:0046483, GO:0016070, GO:0018130, GO:0003824, GO:0016772, GO:0097747, GO:0034641, GO:0140098, GO:0090304, GO:0008150, GO:0016779, GO:0034062, GO:0008152, GO:1901576, GO:0006259, GO:0044249, GO:0006139, GO:0009987, GO:0006725, GO:0003899, GO:0044271, GO:0006807, GO:0034654, GO:0032774, GO:0016740, GO:0071704, GO:0019438, GO:0140640","GO:0003896"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0003824, GO:0015928, GO:0004553, GO:0003674, GO:0016787, GO:0016798","GO:0004560"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0003676, GO:0003677, GO:0097159, GO:0005488, GO:0003674","GO:0043565"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0032392, GO:1901360, GO:0006260, GO:0006261, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0032508, GO:0034641, GO:0090304, GO:0008150, GO:0008152, GO:0006996, GO:0006259, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0051276, GO:0016043, GO:0071840, GO:0071103, GO:0071704","GO:0006268"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0110165, GO:0005575","GO:0071944"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0043604, GO:0043603, GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0006518, GO:0034641, GO:0090304, GO:0008150, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0043039, GO:0044249, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0044271, GO:0006807, GO:0043043, GO:0010467, GO:0071704","GO:0006424"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0019538, GO:0008150, GO:0008152, GO:1901576, GO:1901564, GO:0009059, GO:0009058, GO:0044249, GO:0044238, GO:0006457, GO:0044237, GO:0009987, GO:0043170, GO:0006807, GO:0010467, GO:0051604, GO:0071704","GO:0042026"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0051540, GO:0036094, GO:0005488, GO:0003674","GO:0051536"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0140096, GO:0004180, GO:0017171, GO:0003824, GO:0008236, GO:0004185, GO:0008233, GO:0008238, GO:0003674, GO:0016787, GO:0070008","GO:0009002"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0016020, GO:0110165, GO:0005575, GO:0071944","GO:0005886"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:1902494, GO:0140535, GO:1905347, GO:0032991, GO:1990391, GO:1905348, GO:0005575","GO:0009380"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0009273, GO:0006082, GO:0008150, GO:0008152, GO:1901576, GO:1901135, GO:0044038, GO:0009059, GO:1901137, GO:0009058, GO:0044249, GO:0044237, GO:0009987, GO:0042546, GO:0044281, GO:0043170, GO:0044085, GO:0044283, GO:0046374, GO:0016053, GO:0071840, GO:0071554, GO:0071704","GO:0019350"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0003824, GO:0016740, GO:0003674","GO:0016746"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0008150, GO:0008152, GO:1901576, GO:0008610, GO:0044255, GO:0009058, GO:0008299, GO:0044238, GO:0044249, GO:0006721, GO:0044237, GO:0009987, GO:0006720, GO:0006629, GO:0071704","GO:0016114"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0140097, GO:0003824, GO:0003916, GO:0003674, GO:0140640, GO:0016853","GO:0003917"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0046872, GO:0043167, GO:0036094, GO:0043169, GO:0005488, GO:0003674","GO:0000287"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0019219, GO:1901360, GO:0009892, GO:0051172, GO:0051052, GO:0000018, GO:0051171, GO:0048519, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0050794, GO:0019222, GO:0034641, GO:0090304, GO:0065007, GO:0008150, GO:0060255, GO:0008152, GO:0006310, GO:0048523, GO:0006259, GO:0045934, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0051053, GO:0010605, GO:0071704, GO:0080090, GO:0050789, GO:0031323, GO:0031324","GO:0045910"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0015698, GO:0008150, GO:0051234, GO:0051179, GO:0006817, GO:0006810","GO:0044341"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0006281, GO:1901360, GO:0000715, GO:0006283, GO:0006289, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0033554, GO:0034641, GO:0050896, GO:0090304, GO:0008150, GO:0008152, GO:0006974, GO:0006259, GO:0006996, GO:0006139, GO:0006950, GO:0009987, GO:0006725, GO:0006807, GO:0051276, GO:0051716, GO:0016043, GO:0071840, GO:0071704","GO:0000716"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0043604, GO:0019538, GO:0043603, GO:1901360, GO:1901564, GO:0006520, GO:0009059, GO:1901566, GO:0009058, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0006518, GO:0034641, GO:0090304, GO:0008150, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0044249, GO:0043039, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0044271, GO:0006807, GO:0043043, GO:0010467, GO:0071704","GO:0006432"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0032991, GO:0110165, GO:0005575, GO:0005622","GO:0032300"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0009250, GO:0008150, GO:0006091, GO:0015980, GO:0008152, GO:1901576, GO:0006112, GO:0009059, GO:0009058, GO:0044238, GO:0044249, GO:0044237, GO:0009987, GO:0005976, GO:0043170, GO:0005975, GO:0005977, GO:0000271, GO:0044042, GO:0016051, GO:0071704","GO:0005978"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0016788, GO:0004527, GO:0003824, GO:0004518, GO:0003674, GO:0016787","GO:0008408"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0003824, GO:0003674, GO:0016787","GO:0016798"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0046915, GO:0015075, GO:0008324, GO:0046873, GO:0098660, GO:0003674, GO:0005215, GO:0022890, GO:0006811, GO:0006812, GO:0000041, GO:0098655, GO:0030001, GO:0008150, GO:0055085, GO:0005381, GO:0022857, GO:0034220, GO:0006810, GO:0009987, GO:0098662, GO:0051179, GO:0051234, GO:0006826, GO:0015318, GO:0034755","GO:0015093"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0009064, GO:0006082, GO:0008150, GO:0170033, GO:0008152, GO:0006520, GO:1901564, GO:0170039, GO:0044238, GO:0044237, GO:0009987, GO:0043436, GO:0044281, GO:1901605, GO:0006807, GO:0019752, GO:0071704","GO:0006541"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0090304, GO:0008150, GO:0006281, GO:1901360, GO:0008152, GO:0006974, GO:0006259, GO:0044238, GO:0006139, GO:0044237, GO:0009987, GO:0006950, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0051716, GO:0033554, GO:0034641, GO:0071704, GO:0050896","GO:0006289"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0016757, GO:0016758, GO:0003824, GO:0016740, GO:0003674","GO:0004134"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0004645, GO:0016757, GO:0016758, GO:0003824, GO:0016740, GO:0003674","GO:0008184"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:1902494, GO:0061695, GO:1990234, GO:0140535, GO:0032991, GO:0042575, GO:0005575","GO:0009360"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0003824, GO:0003674, GO:0016787","GO:0016810"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0008150, GO:0006811, GO:0006812, GO:0051179, GO:0051234, GO:0030001, GO:0006810","GO:0006814"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0046914, GO:0046872, GO:0043167, GO:0036094, GO:0043169, GO:0005488, GO:0003674","GO:0030145"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0003824, GO:0008168, GO:0016740, GO:0016741, GO:0003674","GO:0008170"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0000166, GO:1901363, GO:0097159, GO:1901265, GO:0043167, GO:0036094, GO:0043168, GO:0005488, GO:0003674","GO:0050660"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0016835, GO:0003824, GO:0016829, GO:0003674","GO:0016836"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0043604, GO:0019538, GO:0043603, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0006418, GO:0046483, GO:0016070, GO:0006518, GO:0034641, GO:0090304, GO:0008150, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0044249, GO:0043039, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0044271, GO:0006807, GO:0043043, GO:0010467, GO:0071704","GO:0006435"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0004812, GO:0003824, GO:0140098, GO:0003674, GO:0016874, GO:0016875, GO:0140101, GO:0140640","GO:0004826"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0008150, GO:0071705, GO:0070727, GO:0015031, GO:0008104, GO:0006810, GO:0009987, GO:0045184, GO:0051641, GO:0051234, GO:0051179, GO:0033036, GO:0071702","GO:0017038"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0043167, GO:0036094, GO:0005488, GO:0003674","GO:0043169"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0016788, GO:1901360, GO:0044238, GO:0044237, GO:0003674, GO:0043170, GO:0046483, GO:0016070, GO:0106074, GO:0003824, GO:0034641, GO:0140098, GO:0090304, GO:0065007, GO:0008150, GO:0065008, GO:0006450, GO:0034660, GO:0008152, GO:0006399, GO:0006139, GO:0009987, GO:0006725, GO:0006807, GO:0071704, GO:0052689, GO:0016787, GO:0140640, GO:0140101","GO:0002161"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0016757, GO:0016758, GO:0003824, GO:0016740, GO:0003674","GO:0008955"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0016744, GO:0003824, GO:0016740, GO:0003674","GO:0008661"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:1901360, GO:1901362, GO:0009110, GO:1901564, GO:0006066, GO:0009058, GO:1901566, GO:0006766, GO:0044237, GO:1901617, GO:0044281, GO:0046483, GO:0044283, GO:0034309, GO:0034308, GO:0018130, GO:0046165, GO:0034641, GO:0072528, GO:0072527, GO:0042723, GO:0008150, GO:0042724, GO:0006790, GO:0008152, GO:0006772, GO:1901576, GO:0042364, GO:0044249, GO:0009987, GO:1901615, GO:0006725, GO:0044272, GO:0006767, GO:0044271, GO:0006807, GO:0071704, GO:0019438","GO:0009228"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0090304, GO:0006281, GO:0008150, GO:1901360, GO:0008152, GO:0044238, GO:0006259, GO:0006974, GO:0044237, GO:0006139, GO:0006950, GO:0009987, GO:0006725, GO:0043170, GO:0046483, GO:0006807, GO:0051716, GO:0033554, GO:0034641, GO:0071704, GO:0050896","GO:0006302"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0006082, GO:0170033, GO:0170034, GO:0006520, GO:1901564, GO:0009058, GO:1901566, GO:0044238, GO:0170039, GO:0044237, GO:0170038, GO:0006566, GO:0044281, GO:0044283, GO:0016053, GO:0008150, GO:0009067, GO:0009066, GO:0008152, GO:1901576, GO:0008652, GO:0044249, GO:0009987, GO:0043436, GO:0046394, GO:1901605, GO:1901607, GO:0006807, GO:0019752, GO:0071704","GO:0009088"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0019439, GO:0019637, GO:1901361, GO:1901360, GO:0009056, GO:0046434, GO:0044238, GO:0044237, GO:0009117, GO:0044281, GO:0046483, GO:0034641, GO:0008150, GO:1901292, GO:0055086, GO:0008152, GO:1901575, GO:0046700, GO:0006793, GO:0006139, GO:0044248, GO:0006796, GO:0009987, GO:0006753, GO:0044270, GO:0006725, GO:0006807, GO:0034655, GO:0071704","GO:0009166"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0043604, GO:0043603, GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0006518, GO:0034641, GO:0090304, GO:0008150, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0043039, GO:0044249, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0044271, GO:0006807, GO:0043043, GO:0010467, GO:0071704","GO:0006422"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0008150, GO:0009987","GO:0051301"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0043207, GO:1901360, GO:0044419, GO:0051707, GO:0044355, GO:0044238, GO:0006304, GO:0044237, GO:0043170, GO:0046483, GO:0009607, GO:0099046, GO:0009605, GO:0034641, GO:0050896, GO:0090304, GO:0008150, GO:0008152, GO:0006259, GO:0006952, GO:0043412, GO:0006139, GO:0006950, GO:0009987, GO:0098542, GO:0006725, GO:0140546, GO:0006807, GO:0071704","GO:0009307"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0140096, GO:0003824, GO:0004672, GO:0016772, GO:0016740, GO:0016773, GO:0016301, GO:0003674","GO:0004712"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0043648, GO:0006082, GO:0170033, GO:0170034, GO:1901564, GO:0006520, GO:0009058, GO:1901566, GO:0044238, GO:0170039, GO:0044237, GO:0170038, GO:0044281, GO:0006536, GO:0044283, GO:0016053, GO:0009064, GO:0008150, GO:0009084, GO:0008152, GO:1901576, GO:0043650, GO:0008652, GO:0044249, GO:0009987, GO:0043436, GO:0046394, GO:1901605, GO:1901607, GO:0006807, GO:0019752, GO:0071704","GO:0006537"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0140097, GO:0140657, GO:0003824, GO:0003674, GO:0140640","GO:0008094"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0097159, GO:0005488, GO:0003674","GO:0003676"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0043604, GO:0019538, GO:0043603, GO:1901360, GO:1901564, GO:0006520, GO:0009059, GO:1901566, GO:0009058, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0006518, GO:0034641, GO:0090304, GO:0008150, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0044249, GO:0043039, GO:0006139, GO:0043038, GO:0009987, GO:0006412, GO:0006725, GO:0044271, GO:0006807, GO:0043043, GO:0010467, GO:0071704","GO:0006430"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0043170, GO:0019538, GO:0008150, GO:0006807, GO:0008152, GO:1901564, GO:0044238, GO:0071704","GO:0006508"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0043604, GO:0043603, GO:0019538, GO:1901360, GO:0006520, GO:1901564, GO:0009059, GO:1901566, GO:0009058, GO:0044238, GO:0044237, GO:0043170, GO:0046483, GO:0006418, GO:0016070, GO:0006518, GO:0034641, GO:0090304, GO:0008150, GO:0034660, GO:0008152, GO:1901576, GO:0006399, GO:0044249, GO:0043039, GO:0043038, GO:0006139, GO:0009987, GO:0006412, GO:0006725, GO:0044271, GO:0006807, GO:0043043, GO:0010467, GO:0071704","GO:0006420"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0140096, GO:0003824, GO:0008233, GO:0003674, GO:0008238, GO:0016787","GO:0004177"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0003824, GO:0016782, GO:0016740, GO:0003674","GO:0016783"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0050497, GO:0003824, GO:0016782, GO:0016740, GO:0003674","GO:0035596"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0004812, GO:0003824, GO:0140098, GO:0003674, GO:0016874, GO:0016875, GO:0140101, GO:0140640","GO:0004814"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0140096, GO:0140657, GO:0003824, GO:0008233, GO:0003674, GO:0016787","GO:0004176"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0008150, GO:0006091, GO:0008152, GO:0044237, GO:0009987","GO:0022900"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0016725, GO:0003824, GO:0016491, GO:0016728, GO:0003674","GO:0008998"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0016788, GO:0003824, GO:0004518, GO:0003674, GO:0016787","GO:0004527"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0003824, GO:0003674","GO:0016787"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0051171, GO:0044238, GO:0044237, GO:0051246, GO:0050794, GO:0006518, GO:0065007, GO:0008150, GO:0008152, GO:0008079, GO:0044249, GO:0005488, GO:0009889, GO:0006412, GO:0045182, GO:0006807, GO:0043043, GO:0010468, GO:0016043, GO:0010467, GO:0071840, GO:0043604, GO:0043603, GO:0019538, GO:0090079, GO:1901564, GO:0009059, GO:0009058, GO:1901566, GO:0003674, GO:0043170, GO:0006417, GO:0006415, GO:0003747, GO:0010556, GO:0034248, GO:0019222, GO:0034641, GO:0032984, GO:0043933, GO:0060255, GO:1901576, GO:0008135, GO:0009987, GO:0022411, GO:0010608, GO:0003676, GO:0044271, GO:0097159, GO:0050789, GO:0080090, GO:0031326, GO:0071704, GO:0031323","GO:0016149"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0044281, GO:0005975, GO:0019318, GO:0008150, GO:0008152, GO:0044238, GO:0071704, GO:0005996","GO:0006004"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0006725, GO:0046483, GO:0008150, GO:1901360, GO:0006807, GO:0008152, GO:0034641, GO:0044238, GO:0071704, GO:0044237, GO:0009987","GO:0006139"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0008150, GO:0008152","GO:0009058"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0140096, GO:0003824, GO:0008233, GO:0003674, GO:0016787","GO:0008234"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0140097, GO:0003824, GO:0008168, GO:0008757, GO:0016740, GO:0016741, GO:0003674, GO:0009008, GO:0140640","GO:0009007"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0016769, GO:0003824, GO:0016740, GO:0003674","GO:0008483"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0043604, GO:0043603, GO:0019538, GO:0090079, GO:1901564, GO:0009059, GO:1901566, GO:0051171, GO:0009058, GO:0044238, GO:0044237, GO:0003674, GO:0006417, GO:0051246, GO:0043170, GO:0050794, GO:0006518, GO:0034248, GO:0010556, GO:0019222, GO:0034641, GO:0065007, GO:0008150, GO:0060255, GO:0008152, GO:1901576, GO:0008135, GO:0005488, GO:0044249, GO:0006414, GO:0009889, GO:0009987, GO:0006412, GO:0010608, GO:0003676, GO:0045182, GO:0044271, GO:0097159, GO:0006807, GO:0043043, GO:0010468, GO:0010467, GO:0031326, GO:0050789, GO:0080090, GO:0071704, GO:0031323","GO:0003746"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0008150, GO:0055085, GO:0051234, GO:0051179, GO:0022857, GO:0022804, GO:0015291, GO:0006810, GO:0005215, GO:0003674, GO:0009987","GO:0015293"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0090304, GO:0008150, GO:1901360, GO:0008152, GO:0006259, GO:0044238, GO:0044237, GO:0006139, GO:0009987, GO:0043170, GO:0006725, GO:0046483, GO:0006807, GO:0034641, GO:0071704","GO:0006260"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0140096, GO:0003824, GO:0008233, GO:0003674, GO:0016787","GO:0008237"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0016788, GO:0003824, GO:0003674, GO:0042578, GO:0016787","GO:0008081"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0016879, GO:0003824, GO:0016884, GO:0016874, GO:0003674","GO:0004088"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0008150, GO:0044085, GO:0071840, GO:0022613, GO:0009987","GO:0042254"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0005515, GO:0005488, GO:0003674","GO:0051082"
"fecal.Control.control_vs_fecal.CU.6.meses","GO:0019637, GO:0009156, GO:0044238, GO:0044237, GO:0009117, GO:0044281, GO:0008150, GO:0009161, GO:0009123, GO:0009165, GO:0008152, GO:0009124, GO:0044249, GO:0006139, GO:0009129, GO:0006725, GO:0006807, GO:0034654, GO:0046390, GO:0019438, GO:0009174, GO:0009130, GO:0009173, GO:1901360, GO:1901362, GO:0009259, GO:0006222, GO:1901564, GO:0006220, GO:1901566, GO:0009058, GO:0006221, GO:0009218, GO:0046483, GO:0018130, GO:0034641, GO:0072528, GO:0072527, GO:1901293, GO:0009260, GO:0055086, GO:0009220, GO:1901576, GO:1901135, GO:1901137, GO:0006793, GO:0046049, GO:0009987, GO:0006796, GO:0006753, GO:0044271, GO:0019693, GO:0090407, GO:0071704","GO:0044205"
